,date_updated,type,og_nr,wc_nr,total_area_(hectare),field_organic_status
5618,2021-05-11,og,19187.0,,2.0,Con
3254,2021-05-04,og,19247.0,,1.2000000000000002,Mabagrown
3542,2021-05-13,og,19257.0,,3.3,Con
3504,2021-05-12,og,19266.0,,2.55,Mabagrown
2645,2021-05-03,og,19269.0,,1.6,Con
3548,2021-05-13,og,19270.0,,2.2,Con
3451,2021-05-14,og,19283.0,,1.6,Con
3444,2021-05-06,og,19294.0,,1.6,Con
4788,2021-05-13,og,19308.0,,3.4,Con
5779,2021-05-10,og,19329.0,,1.6,Con
5680,2021-05-10,og,19330.0,,1.6,Con
5844,2021-05-10,og,19340.0,,1.6,Con
3293,2021-05-04,og,19352.0,,1.2000000000000002,Con
3534,2021-05-13,og,19369.0,,1.8,Con
3241,2021-05-10,og,19385.0,,1.6,Con
3233,2021-05-10,og,19387.0,,1.6,Mabagrown
2486,2021-05-10,og,19389.0,,4.0,Mabagrown
11996,2022-08-12,og,19401.0,,2.0,org uncert
10287,2022-01-26,og,19401.0,,2.0,org uncert
11980,2022-08-12,og,19402.0,,1.5,org uncert
10291,2022-01-22,og,19402.0,,1.5,org uncert
12290,2022-08-11,og,19403.0,,5.0,org uncert
10294,2018-10-03,og,19403.0,,1.0,Con
12218,2022-08-13,og,19404.0,,1.5,org uncert
10296,2022-01-23,og,19404.0,,1.5,org
10299,2022-01-28,og,19405.0,,3.0,Org
12744,2022-08-13,og,19405.0,,3.0,Org
11888,2022-08-29,og,19406.0,,3.0,Org
10301,2018-10-03,og,19406.0,,3.55,Con
12966,2022-08-09,og,19407.0,,2.1,org uncert
10306,2022-01-27,og,19407.0,,2.1,Org
12963,2022-08-10,og,19408.0,,1.8,org uncert
10310,2022-01-28,og,19408.0,,2.3,Org
12960,2022-08-13,og,19409.0,,2.0,Org
10311,2022-01-22,og,19409.0,,2.0,org
12957,2022-08-11,og,19410.0,,1.4,Org
10623,2022-01-27,og,19410.0,,1.4,Org
10315,2022-01-27,og,19411.0,,2.1,Org
11986,2022-08-12,og,19411.0,,2.1,Org
12204,2022-08-13,og,19412.0,,2.0,Org
10316,2022-01-26,og,19412.0,,2.0,Org
11879,2022-08-10,og,19413.0,,1.5,org uncert
10321,2020-11-04,og,19413.0,,1.5,Con
10325,2022-01-23,og,19414.0,,2.0,Org
11994,2022-08-12,og,19414.0,,2.0,Org
12953,2022-08-10,og,19416.0,,2.0,Org
10329,2022-01-22,og,19416.0,,2.0,Org
12945,2022-08-12,og,19417.0,,1.5,org uncert
10331,2022-01-27,og,19417.0,,1.5,Org
10335,2022-01-27,og,19418.0,,1.5,Org
12943,2022-08-13,og,19418.0,,1.5,Org
12937,2022-08-12,og,19419.0,,1.4,org uncert
10742,2022-01-27,og,19419.0,,1.4,Org
10336,2022-01-27,og,19420.0,,1.5,org uncert
12933,2022-08-10,og,19420.0,,2.0,Org
10339,2020-11-04,og,19420.0,,0.5,Con
12930,2022-08-09,og,19421.0,,1.5,Org
10340,2022-01-27,og,19421.0,,1.5,org uncert
10778,2022-01-26,og,19422.0,,2.5,Org
12926,2022-08-13,og,19422.0,,2.5,Org
12195,2022-08-13,og,19423.0,,1.5,Org
10345,2020-11-04,og,19423.0,,1.5,Org
10348,2022-01-30,og,19424.0,,2.2,Org
12339,2022-08-12,og,19424.0,,1.5,Org
10349,2022-01-30,og,19425.0,,3.0,org uncert
12336,2022-08-12,og,19425.0,,3.0,Org
10607,2022-01-27,og,19426.0,,3.6,Org
12917,2022-08-12,og,19426.0,,2.5,org uncert
12913,2022-08-08,og,19427.0,,1.5,org uncert
10358,2022-01-27,og,19427.0,,1.5,Org
12283,2022-08-11,og,19428.0,,5.5,org uncert
10359,2022-01-25,og,19428.0,,5.5,org uncert
12546,2022-08-11,og,19429.0,,5.0,org uncert
10366,2022-01-27,og,19429.0,,2.5,Org
10368,2018-10-05,og,19430.0,,1.6,Con
10370,2022-01-27,og,19431.0,,1.7,org uncert
12241,2022-08-15,og,19431.0,,1.7,org uncert
10376,2018-10-05,og,19432.0,,1.3,Org
10379,2022-01-28,og,19433.0,,4.0,org uncert
12751,2022-08-13,og,19433.0,,4.0,org uncert
12911,2022-08-13,og,19434.0,,3.5,Org
10380,2022-01-22,og,19434.0,,3.5,org uncert
10384,2022-01-28,og,19435.0,,4.0,Org
12907,2022-08-13,og,19435.0,,4.0,Org
10387,2018-10-03,og,19436.0,,2.0,Con
10389,2018-10-03,og,19437.0,,1.1,Con
12901,2022-08-09,og,19438.0,,2.0,Org
10393,2022-01-27,og,19438.0,,2.0,Org
10397,2022-01-22,og,19439.0,,6.0,org uncert
12709,2022-08-12,og,19439.0,,3.0,org uncert
12650,2022-08-11,og,19440.0,,3.0,org uncert
10402,2022-01-26,og,19440.0,,3.0,Org
12895,2022-08-08,og,19441.0,,3.1,org uncert
10405,2022-01-22,og,19441.0,,3.1,org uncert
10413,2018-10-04,og,19442.0,,3.1,Org
10414,2022-01-27,og,19443.0,,1.8,org
12894,2022-08-12,og,19443.0,,1.8,Org
10419,2022-01-30,og,19445.0,,2.4,Org
10423,2022-01-22,og,19446.0,,1.3,Org
12450,2022-08-15,og,19446.0,,1.3,org uncert
10424,2022-01-22,og,19447.0,,3.5,org uncert
12648,2022-08-11,og,19447.0,,3.5,Org
12864,2022-08-10,og,19448.0,,2.5,Org
10432,2022-01-28,og,19448.0,,2.5,Org
12884,2022-08-13,og,19450.0,,4.5,org uncert
10437,2022-01-28,og,19450.0,,4.5,Org
10438,2022-01-27,og,19451.0,,2.4,org uncert
12234,2022-08-15,og,19451.0,,2.4,Org
12749,2022-08-13,og,19452.0,,3.55,Org
10444,2022-02-28,og,19452.0,,3.55,Org
10446,2022-01-26,og,19453.0,,1.9,Org
12881,2022-08-13,og,19453.0,,1.9,Org
10361,2018-10-03,og,19454.0,,3.0,Org
10453,2022-01-22,og,19455.0,,2.5,Org
12877,2022-08-13,og,19455.0,,2.5,org uncert
12802,2022-08-12,og,19456.0,,1.5,Org
10455,2022-01-23,og,19456.0,,1.5,org
12873,2022-08-08,og,19457.0,,2.5999999999999996,Org
10460,2022-01-27,og,19457.0,,2.5999999999999996,Org
10463,2022-01-27,og,19458.0,,2.5,Org
12540,2022-08-11,og,19458.0,,2.5,org uncert
10620,2022-01-25,og,19459.0,,2.9,Org
12856,2022-08-10,og,19459.0,,2.9,org uncert
10465,2022-01-25,og,19460.0,,2.9,org uncert
12854,2022-08-12,og,19460.0,,2.9,Org
10472,2022-01-22,og,19461.0,,1.0,Org
12144,2022-08-12,og,19461.0,,1.0,Org
12021,2022-08-11,og,19462.0,,1.9,org uncert
10476,2022-01-26,og,19462.0,,1.9,Org
12190,2022-08-13,og,19463.0,,2.0,Org
10480,2022-01-26,og,19463.0,,2.0,Org
10482,2018-10-03,og,19464.0,,0.0,Con
12847,2022-08-13,og,19465.0,,2.0,org uncert
10487,2022-01-27,og,19465.0,,2.0,Org
10489,2018-10-05,og,19466.0,,1.9,Con
10491,2022-01-27,og,19468.0,,1.5,org
12842,2022-08-10,og,19468.0,,1.5,org uncert
10497,2022-01-27,og,19469.0,,1.5,Org
12839,2022-08-10,og,19470.0,,1.4,Org
10501,2022-01-27,og,19470.0,,1.4,Org
10504,2022-01-27,og,19472.0,,1.9,Org
12334,2022-08-12,og,19472.0,,2.0,Org
10505,2020-11-05,og,19472.0,,0.5,Org
10509,2022-01-24,og,19473.0,,2.6,Org
12836,2022-08-08,og,19473.0,,2.6,Org
10510,2020-11-07,og,19474.0,,1.8,Con
12445,2022-08-15,og,19475.0,,2.7,Org
10516,2022-01-30,og,19475.0,,1.7,Org
10517,2018-10-03,og,19476.0,,1.0,Con
12806,2022-08-12,og,19477.0,,1.3,Org
10520,2022-01-27,og,19477.0,,1.3,Org
10522,2022-01-26,og,19478.0,,1.9,org uncert
12030,2022-08-11,og,19478.0,,1.9,org uncert
10527,2022-01-27,og,19480.0,,1.5,org
12025,2022-08-11,og,19480.0,,0.0,
11386,2022-01-26,og,19481.0,,2.0,Org
12036,2022-08-11,og,19481.0,,2.0,Org
12830,2022-08-13,og,19482.0,,3.0,Org
11171,2022-01-28,og,19482.0,,3.0,org uncert
12827,2022-08-13,og,19483.0,,4.0,Org
11176,2022-01-28,og,19483.0,,4.0,Org
12823,2022-08-16,og,19484.0,,3.0,Org
11170,2020-11-04,og,19484.0,,3.0,Org
11166,2018-10-09,og,19485.0,,3.0,Con
11164,2018-10-09,og,19486.0,,4.0,Con
11161,2022-01-28,og,19487.0,,3.5,Org
12868,2022-08-11,og,19487.0,,3.5,org uncert
12729,2022-08-13,og,19488.0,,3.5,Org
11157,2022-01-22,og,19488.0,,3.5,org uncert
12819,2022-08-16,og,19489.0,,3.5,Org
11151,2022-02-01,og,19489.0,,3.5,org uncert
11149,2018-10-11,og,19490.0,,0.0,Con
11145,2018-10-11,og,19491.0,,0.0,Con
11136,2022-02-02,og,19492.0,,2.9,Org
11131,2018-10-11,og,19493.0,,0.0,Org
11184,2018-10-11,og,19494.0,,0.0,Con
11187,2018-10-11,og,19495.0,,0.0,Org
11335,2022-02-01,og,19496.0,,2.9,org uncert
11195,2022-02-01,og,19497.0,,2.9,Org
12812,2022-08-16,og,19497.0,,2.9,org uncert
11193,2019-08-26,og,19498.0,,2.9,Con
10899,2022-02-02,og,19499.0,,2.3,org uncert
11331,2018-10-11,og,19500.0,,0.0,Con
3301,2021-05-05,og,19503.0,,1.2000000000000002,Con
6639,2021-05-06,og,19506.0,,1.6,Mabagrown
3372,2021-04-03,og,19520.0,,1.2000000000000002,Mabagrown
6740,2021-05-11,og,19544.0,,1.6,Mabagrown
3363,2021-05-10,og,19552.0,,1.6,Mabagrown
3414,2021-05-10,og,19553.0,,1.6,Con
3399,2021-05-10,og,19554.0,,1.6,Mabagrown
6631,2021-05-10,og,19557.0,,3.2,Mabagrown
3424,2021-05-11,og,19561.0,,1.6,Con
3276,2021-05-11,og,19562.0,,1.6,Con
3308,2021-05-10,og,19563.0,,1.6,Con
4976,2021-05-13,og,19569.0,,1.2000000000000002,Con
4709,2021-05-04,og,19607.0,,2.0,Con
4667,2021-05-04,og,19608.0,,3.6,Con
4704,2021-05-04,og,19609.0,,2.0,Con
3431,2021-05-04,og,19621.0,,2.8,Mabagrown
5932,2021-05-04,og,19669.0,,0.6000000000000001,Con
5404,2021-05-04,og,19690.0,,3.15,Con
3086,2021-05-03,og,19695.0,,1.3,Con
3088,2021-05-03,og,19712.0,,4.6,Mabagrown
6635,2021-05-04,og,19717.0,,1.2000000000000002,Mabagrown
4140,2021-05-04,og,19719.0,,6.0,Con
5644,2021-05-13,og,19751.0,,2.4000000000000004,Con
5692,2021-05-03,og,19752.0,,2.0,Con
5702,2021-05-01,og,19754.0,,2.0,Con
5709,2021-05-03,og,19756.0,,2.0,Mabagrown
4340,2021-05-05,og,19759.0,,1.59,Con
5771,2021-05-15,og,19770.0,,2.0,Con
5808,2021-05-14,og,19771.0,,1.6,Mabagrown
5761,2021-05-07,og,19773.0,,2.0,Mabagrown
5636,2021-05-14,og,19776.0,,2.0,Mabagrown
5630,2021-05-15,og,19777.0,,2.0,Mabagrown
5751,2021-05-07,og,19785.0,,2.0,Con
11126,2018-10-11,og,19801.0,,50.0,Org
11203,2022-02-02,og,19802.0,,2.5,Org
11208,2022-02-02,og,19803.0,,2.4,org uncert
11279,2022-01-31,og,19804.0,,2.6,org uncert
11276,2022-01-31,og,19805.0,,2.5,org uncert
13663,2022-08-16,og,19806.0,,2.9,org uncert
11271,2022-02-01,og,19806.0,,2.9,Org
11227,2018-10-11,og,19807.0,,0.0,Org
11266,2022-02-02,og,19808.0,,2.7,Org
11258,2018-10-11,og,19809.0,,0.0,Org
11236,2018-10-11,og,19810.0,,0.0,Con
13668,2022-08-16,og,19811.0,,2.4,org uncert
11242,2022-02-01,og,19811.0,,2.4,Org
11247,2018-10-11,og,19812.0,,0.0,Org
10867,2018-10-11,og,19813.0,,0.0,Con
11249,2018-10-11,og,19814.0,,0.0,Org
11237,2018-10-11,og,19815.0,,0.0,Org
11286,2018-10-10,og,19816.0,,1.8,Con
11290,2020-11-06,og,19817.0,,0.0,Con
13675,2022-08-16,og,19817.0,,2.5,org uncert
11296,2018-10-11,og,19818.0,,0.0,Con
11122,2022-02-02,og,19819.0,,1.0,Org
11298,2022-02-02,og,19820.0,,2.0,Org
11303,2022-01-31,og,19821.0,,2.8,org uncert
13679,2022-08-16,og,19821.0,,2.8,org uncert
11309,2018-10-11,og,19822.0,,0.0,Con
11315,2018-10-11,og,19823.0,,0.0,Con
13686,2022-08-16,og,19824.0,,2.1,Org
11321,2022-02-01,og,19824.0,,2.1,Org
13693,2022-08-16,og,19825.0,,2.1999999999999997,org uncert
11328,2022-02-01,og,19825.0,,2.1999999999999997,org uncert
11224,2022-02-01,og,19826.0,,2.4,org uncert
13696,2022-08-16,og,19826.0,,2.4,Org
11218,2018-10-11,og,19827.0,,0.0,Con
11215,2018-10-11,og,19828.0,,0.0,Con
11117,2022-01-27,og,19829.0,,2.0,org uncert
13703,2022-08-15,og,19830.0,,1.2,Org
11389,2022-01-31,og,19830.0,,1.2,Org
12797,2022-08-15,og,19831.0,,2.0,Org
11489,2022-01-31,og,19831.0,,2.0,org
11504,2022-01-31,og,19832.0,,1.5,org uncert
12772,2022-08-15,og,19832.0,,1.5,org uncert
11500,2022-01-31,og,19833.0,,1.5,org uncert
12778,2022-08-15,og,19833.0,,1.5,Org
11511,2022-01-31,og,19834.0,,1.8,Org
12766,2022-08-15,og,19834.0,,1.8,Org
12755,2022-08-13,og,19835.0,,1.5,org uncert
11512,2022-01-31,og,19835.0,,1.5,org uncert
11485,2022-01-31,og,19836.0,,1.5,org
12761,2022-08-13,og,19836.0,,1.5,Org
12788,2022-08-15,og,19837.0,,2.0,Org
11494,2022-01-31,og,19837.0,,1.5,Org
11482,2022-01-31,og,19838.0,,1.5,org
12769,2022-08-15,og,19838.0,,1.5,org uncert
11539,2022-01-31,og,19839.0,,1.5,org uncert
12793,2022-08-15,og,19839.0,,2.0,Org
11497,2022-01-31,og,19840.0,,2.0,org
12783,2022-08-15,og,19840.0,,2.0,Org
12594,2022-08-10,og,19841.0,,3.5,org uncert
13705,2022-08-11,og,19842.0,,1.0,Org
13708,2022-08-11,og,19843.0,,1.5,Org
13714,2022-08-11,og,19844.0,,1.5,org uncert
13718,2022-08-11,og,19845.0,,1.5,org uncert
13721,2022-08-10,og,19846.0,,2.5,Org
12889,2022-08-09,og,19847.0,,1.5,org uncert
13726,2022-08-10,og,19848.0,,1.0,org uncert
13728,2022-08-10,og,19850.0,,1.1,Org
13731,2022-08-11,og,19851.0,,2.0,Org
13735,2022-08-11,og,19852.0,,2.0,Org
13739,2022-08-09,og,19853.0,,1.5,Org
13742,2022-08-10,og,19854.0,,3.0,Org
13746,2022-08-10,og,19855.0,,1.0,Org
13749,2022-08-08,og,19856.0,,1.5,org uncert
13752,2022-08-08,og,19857.0,,2.5,org uncert
13757,2022-08-08,og,19858.0,,1.8,org uncert
13760,2022-08-08,og,19859.0,,1.0,org uncert
13763,2022-08-08,og,19860.0,,1.0,org uncert
13766,2022-08-09,og,19861.0,,1.8,org uncert
13771,2022-08-09,og,19862.0,,2.5,Org
13774,2022-08-09,og,19863.0,,1.9,org uncert
13778,2022-08-08,og,19864.0,,3.0,Org
13783,2022-08-08,og,19866.0,,2.0,org uncert
13787,2022-08-09,og,19867.0,,2.0,org uncert
13792,2022-08-08,og,19868.0,,1.7,org uncert
13794,2022-08-09,og,19869.0,,1.5,org uncert
13798,2022-08-08,og,19870.0,,1.5,org uncert
11629,2022-08-18,og,19871.0,,2.0,org uncert
11894,2022-08-29,og,19872.0,,3.5,org uncert
11897,2022-08-29,og,19873.0,,2.0,org uncert
11686,2022-08-30,og,19874.0,,2.5,Org
12382,2022-08-11,og,19875.0,,5.0,Org
13802,2022-08-13,og,19876.0,,1.5,org uncert
11666,2022-08-30,og,19877.0,,1.5,org uncert
12685,2022-08-12,og,19878.0,,2.0,Org
13804,2022-08-10,og,19879.0,,1.5,org uncert
13808,2022-08-13,og,19880.0,,1.5,Org
12692,2022-08-12,og,19882.0,,2.0,Org
12160,2022-08-13,og,19886.0,,1.8,org uncert
12172,2022-08-13,og,19888.0,,2.4,Org
13814,2022-08-13,og,19890.0,,2.0,Org
12165,2022-08-11,og,19891.0,,4.0,org uncert
12066,2022-08-11,og,19892.0,,1.5,Org
13818,2022-08-08,og,19893.0,,5.0,org uncert
13821,2022-08-09,og,19894.0,,4.0,org uncert
13826,2022-08-08,og,19895.0,,2.0,org uncert
13832,2022-08-08,og,19896.0,,2.5,Org
13834,2022-08-10,og,19898.0,,1.0,org uncert
13838,2022-08-10,og,19899.0,,3.0,org uncert
13841,2022-08-08,og,19900.0,,1.8,org uncert
13848,2022-08-09,og,19901.0,,4.0,Org
13850,2022-08-08,og,19902.0,,1.5,org uncert
3344,2021-05-11,og,19903.0,,1.2000000000000002,Con
13856,2022-08-08,og,19903.0,,5.5,org uncert
13858,2022-08-09,og,19904.0,,3.0,org uncert
3348,2021-05-11,og,19904.0,,1.2000000000000002,Mabagrown
13862,2022-08-08,og,19905.0,,2.7,Org
3324,2021-05-11,og,19905.0,,1.2000000000000002,Mabagrown
13866,2022-08-08,og,19906.0,,2.5,
13870,2022-08-08,og,19907.0,,1.5,Org
3320,2021-05-11,og,19908.0,,1.2000000000000002,Con
13874,2022-08-08,og,19909.0,,3.5,org uncert
3340,2021-05-11,og,19909.0,,1.2000000000000002,Mabagrown
13877,2022-08-08,og,19910.0,,3.0,org uncert
13882,2022-08-08,og,19911.0,,2.0,org uncert
13886,2022-08-13,og,19912.0,,2.3,org uncert
13888,2022-08-08,og,19913.0,,2.5,Org
13894,2022-08-08,og,19914.0,,1.5,Org
13898,2022-08-08,og,19915.0,,2.0,org uncert
12493,2022-08-13,og,19916.0,,1.3,org uncert
12528,2022-08-13,og,19917.0,,2.0,Org
13900,2022-08-08,og,19918.0,,1.5,org uncert
12328,2022-08-12,og,19920.0,,3.0,Org
12305,2022-08-12,og,19921.0,,1.5,Org
12295,2022-08-12,og,19922.0,,3.0,org uncert
12431,2022-08-10,og,19923.0,,2.0,Org
12518,2022-08-10,og,19924.0,,3.0,org uncert
2550,2021-05-06,og,19925.0,,1.4000000000000001,Con
12417,2022-08-10,og,19925.0,,3.0,Org
12299,2022-08-12,og,19926.0,,1.5,org uncert
13906,2022-08-09,og,19927.0,,12.0,Org
13910,2022-08-10,og,19928.0,,2.0,org uncert
13914,2022-08-11,og,19929.0,,1.5,Org
4681,2021-05-06,og,19930.0,,2.0,Con
13916,2022-08-10,og,19930.0,,2.5,org uncert
12312,2022-08-12,og,19931.0,,4.0,
11786,2022-08-30,og,19932.0,,2.0,Org
3587,2021-05-06,og,19933.0,,2.0,Con
11789,2022-08-30,og,19933.0,,0.0,org uncert
12366,2022-08-11,og,19934.0,,3.0,Org
13920,2022-08-11,og,19935.0,,1.0,org uncert
13923,2022-08-12,og,19936.0,,1.5,Org
12170,2022-08-11,og,19937.0,,2.4,org uncert
13354,2022-08-10,og,19938.0,,3.0,Org
3438,2021-05-13,og,19938.0,,2.0,Con
12676,2022-08-11,og,19939.0,,3.0,org uncert
13935,2022-08-10,og,19940.0,,3.0,Org
11683,2022-08-29,og,19940.0,,3.5,Org
13939,2022-08-10,og,19941.0,,2.5,org uncert
12661,2022-08-11,og,19942.0,,1.0,org uncert
13928,2022-08-09,og,19945.0,,2.0,Org
13933,2022-08-09,og,19946.0,,4.5,org uncert
3242,2021-05-05,og,19948.0,,1.2000000000000002,Mabagrown
12049,2022-08-12,og,19960.0,,5.0,org uncert
12153,2022-08-13,og,19961.0,,2.3,Org
12184,2022-08-13,og,19962.0,,3.0,org uncert
12070,2022-08-11,og,19963.0,,3.5,Org
12138,2022-08-11,og,19964.0,,2.3,Org
12056,2022-08-12,og,19965.0,,3.5,Org
12051,2022-08-12,og,19967.0,,3.0,Org
12197,2022-08-13,og,19968.0,,2.4,Org
12228,2022-08-15,og,19969.0,,3.0,Org
11558,2022-08-23,og,19971.0,,1.6,org uncert
11580,2022-08-29,og,19972.0,,8.5,org uncert
3593,2021-05-12,og,19975.0,,1.6,Con
11575,2022-08-23,og,19975.0,,1.0,org uncert
11655,2022-08-29,og,19977.0,,3.5,Org
11586,2022-08-29,og,19978.0,,3.0,Org
11646,2022-08-29,og,19979.0,,1.5,org uncert
11652,2022-08-29,og,19981.0,,4.7,org uncert
12707,2022-08-12,og,19981.0,,1.5,Org
12062,2022-08-11,og,19985.0,,3.5,org uncert
11584,2022-08-29,og,19988.0,,3.0,org uncert
11678,2022-08-29,og,19991.0,,1.5,org uncert
11591,2022-08-29,og,19992.0,,3.0,Org
11826,2022-08-22,og,19995.0,,2.5,Org
2670,2021-05-05,og,19997.0,,1.6,Con
11562,2022-08-22,og,19997.0,,1.5,org uncert
11713,2022-08-22,og,19998.0,,3.0,Org
11722,2022-08-22,og,20000.0,,4.0,org uncert
2661,2021-05-05,og,20010.0,,1.6,Con
11977,2022-08-22,og,20031.0,,2.5,org uncert
11834,2022-08-22,og,20033.0,,1.5,Org
11571,2022-08-22,og,20035.0,,1.5,Org
11807,2022-08-22,og,20036.0,,2.5,org uncert
11605,2022-08-22,og,20039.0,,1.5,org uncert
11832,2022-08-22,og,20040.0,,2.0,org uncert
11600,2022-08-22,og,20041.0,,1.4,Org
11941,2022-08-23,og,20043.0,,3.0,Org
11555,2022-08-23,og,20044.0,,1.5,org uncert
11569,2022-08-23,og,20045.0,,2.5,org uncert
11739,2022-08-23,og,20047.0,,0.0,org uncert
11852,2022-08-23,og,20048.0,,6.0,org uncert
11566,2022-08-23,og,20049.0,,2.5,org uncert
11725,2022-08-23,og,20050.0,,4.0,org uncert
11822,2022-08-23,og,20051.0,,3.0,org uncert
11735,2022-08-23,og,20052.0,,2.0,org uncert
11856,2022-08-23,og,20053.0,,2.0,Org
5144,2021-05-05,og,20059.0,,1.6,Con
3316,2021-05-03,og,20059.0,,1.2000000000000002,Mabagrown
11849,2022-08-24,og,20068.0,,3.0,Org
11816,2022-08-24,og,20071.0,,2.0,org uncert
11841,2022-08-24,og,20072.0,,20.0,org uncert
11861,2022-08-24,og,20073.0,,2.0,Org
11819,2022-08-24,og,20074.0,,3.0,org uncert
11797,2022-08-24,og,20075.0,,2.0,org uncert
11865,2022-08-24,og,20076.0,,2.0,org uncert
11872,2022-08-24,og,20077.0,,3.0,org uncert
11795,2022-08-24,og,20079.0,,2.0,Org
11877,2022-08-24,og,20083.0,,0.0,Org
11801,2022-08-24,og,20084.0,,4.0,org uncert
11608,2022-08-24,og,20085.0,,1.0,org uncert
11869,2022-08-23,og,20086.0,,4.5,Org
11955,2022-08-24,og,20088.0,,2.5,org uncert
11717,2022-08-24,og,20089.0,,0.0,org uncert
3386,2021-05-05,og,20090.0,,2.0,Con
11704,2022-08-24,og,20090.0,,1.5,Org
11953,2022-08-24,og,20091.0,,0.0,org uncert
11710,2022-08-24,og,20093.0,,3.0,org uncert
11597,2022-08-24,og,20094.0,,3.5,org uncert
11945,2022-08-24,og,20095.0,,1.5,org uncert
2722,2021-05-10,og,20095.0,,2.8000000000000003,Mabagrown
11707,2022-08-24,og,20096.0,,0.0,Org
11962,2022-08-24,og,20097.0,,1.5,Org
11947,2022-08-24,og,20098.0,,2.1,Org
11729,2022-08-23,og,20100.0,,3.0,org uncert
11743,2022-08-23,og,20101.0,,0.0,org uncert
11903,2022-08-25,og,20102.0,,2.5,org uncert
11924,2022-08-26,og,20103.0,,4.0,org uncert
11907,2022-08-25,og,20104.0,,1.0,Org
11910,2022-08-26,og,20105.0,,3.5,Org
11916,2022-08-26,og,20106.0,,1.9,org uncert
11921,2022-08-26,og,20107.0,,2.0,org uncert
11929,2022-08-26,og,20108.0,,2.0,org uncert
11932,2022-08-25,og,20109.0,,1.5,org uncert
11939,2022-08-25,og,20110.0,,2.5,org uncert
11966,2022-08-25,og,20112.0,,3.0,org uncert
3226,2021-05-03,og,20113.0,,1.6,Con
11968,2022-08-26,og,20113.0,,2.5,Org
11972,2022-08-26,og,20114.0,,6.0,Org
3278,2021-05-03,og,20115.0,,1.4,Mabagrown
11811,2022-08-25,og,20117.0,,2.5,org uncert
3377,2021-05-03,og,20118.0,,1.2000000000000002,Con
3228,2021-05-12,og,20121.0,,1.6,Mabagrown
3420,2021-05-03,og,20122.0,,1.6,Con
3220,2021-05-03,og,20124.0,,1.2000000000000002,Con
3338,2021-05-03,og,20126.0,,1.6,Con
11751,2022-08-26,og,20126.0,,2.0,org uncert
11733,2022-08-26,og,20127.0,,2.0,Org
11748,2022-08-26,og,20128.0,,4.0,org uncert
6767,2021-05-20,og,20130.0,,1.6,Mabagrown
6773,2021-05-20,og,20131.0,,1.6,Con
11769,2022-08-26,og,20141.0,,2.0,org uncert
3406,2021-05-04,og,20142.0,,1.2000000000000002,Con
11766,2022-08-26,og,20142.0,,2.0,org uncert
11764,2022-08-26,og,20143.0,,2.0,Org
11761,2022-08-25,og,20144.0,,3.0,Org
11757,2022-08-25,og,20145.0,,2.0,Org
11701,2022-08-25,og,20146.0,,4.5,org uncert
11695,2022-08-25,og,20147.0,,2.0,org uncert
11692,2022-08-25,og,20148.0,,0.0,org uncert
11688,2022-08-25,og,20149.0,,1.5,org uncert
11958,2022-08-24,og,20150.0,,3.0,Org
11773,2022-08-25,og,20151.0,,0.0,Org
2677,2021-05-06,og,20152.0,,5.6000000000000005,Con
11754,2022-08-26,og,20152.0,,2.0,org uncert
13348,2022-08-26,og,20162.0,,2.0,Org
13344,2022-08-26,og,20163.0,,2.0,Org
13339,2022-08-25,og,20164.0,,2.0,org uncert
13336,2022-08-25,og,20165.0,,4.0,org uncert
13329,2022-08-26,og,20166.0,,7.0,org uncert
13651,2022-08-26,og,20167.0,,9.5,org
4759,2021-05-06,og,20182.0,,1.6,Con
13365,2022-08-12,og,20182.0,,1.5,Org
4747,2021-05-03,og,20217.0,,1.6,Mabagrown
13400,2022-08-23,og,20217.0,,1.5,org
2520,2021-05-11,og,20231.0,,0.8,Con
13414,2022-08-12,og,20231.0,,0.5,Org
2654,2021-05-04,og,20232.0,,1.6,Con
13415,2022-08-29,og,20232.0,,0.6,Org
2634,2021-05-03,og,20243.0,,1.6,Con
13426,2022-08-29,og,20243.0,,3.5,Org
2619,2021-05-08,og,20245.0,,2.0,Con
13428,2022-08-29,og,20245.0,,1.0,org
2693,2021-05-03,og,20247.0,,2.0,Con
13430,2022-08-29,og,20247.0,,1.0,org
13435,2022-08-22,og,20252.0,,1.0,org
5081,2021-05-10,og,20252.0,,1.6,Con
3429,2021-05-05,og,20261.0,,1.2000000000000002,Con
13444,2022-08-22,og,20261.0,,1.0,org
13473,2022-08-23,og,20290.0,,0.75,Org
3397,2021-05-11,og,20290.0,,1.6,Con
4671,2021-05-04,og,20297.0,,2.2,Mabagrown
13480,2022-08-23,og,20297.0,,1.5,Org
5952,2021-05-03,og,20318.0,,3.2,Con
13501,2022-08-24,og,20318.0,,1.0,Org
5963,2021-05-03,og,20319.0,,2.2,Con
13502,2022-08-24,og,20319.0,,1.23,Org
3482,2021-05-13,og,20365.0,,1.2000000000000002,Con
13542,2022-08-24,og,20365.0,,2.0,Org
13543,2022-08-24,og,20366.0,,1.0,Org
3524,2021-05-13,og,20366.0,,2.4,Con
3521,2021-05-13,og,20368.0,,3.4,Con
13545,2022-08-24,og,20368.0,,2.0,Org
3491,2021-05-15,og,20370.0,,1.2000000000000002,Con
13547,2022-08-24,og,20370.0,,0.5,Org
13551,2022-08-23,og,20374.0,,0.5,org
3529,2021-05-13,og,20374.0,,2.6,Con
3514,2021-05-13,og,20375.0,,2.6,Con
